,Address,Year,Flats,Entrance,Height,Square,Latitude,Longitude,Flats_per_floor,Street
638,"ул. вавиловых, 15 корпус 1 литер а",1968,216,6,9,11129.74,60.022994,30.393797,4.0,ул. вавиловых
639,"ул. танкиста хрустицкого, 33 литер а",1966,70,7,5,3385.87,59.834044,30.257352,2.0,ул. танкиста хрустицкого
640,"ул. авангардная, 53 литер а",1970,118,6,5,5421.0,59.825475,30.183744,3.9333333333333336,ул. авангардная
641,"ул. 7-я советская, 9/20 литер а",1877,60,9,6,6883.4,59.936178,30.371384,1.1111111111111112,ул. 7-я советская
642,"пр-кт товарищеский, 3 корпус 2 литер щ",1977,148,1,16,5743.5,59.917867,30.479954,9.25,пр-кт товарищеский
643,"ул. туристская, 4 корпус 1 литер а",2000,186,3,15,12264.5,59.986074,30.200686,4.133333333333334,ул. туристская
644,"моравский пер., 7 корпус 1 литер а",1983,428,6,12,23172.36,59.838783,30.423801,5.944444444444444,моравский пер.
645,"пр-кт энергетиков, 11 корпус 2 строение 1",2017,735,3,23,22123.9,59.939293,30.437024,10.652173913043478,пр-кт энергетиков
646,"пр-кт ярославский, 17 литер б",1953,16,2,4,1211.7,60.011711,30.322399,2.0,пр-кт ярославский
647,"ул. бассейная, 49 литер а",1958,45,3,5,2638.0,59.863328,30.326405,3.0,ул. бассейная
648,"пр-кт стачек, 105 корпус 2 литер г",1978,84,1,16,4875.7,59.856266,30.240257,5.25,пр-кт стачек
649,"ул. кораблестроителей, 23 корпус 1 литер б",1975,220,7,10,11884.47,59.94778,30.216532,3.142857142857143,ул. кораблестроителей
650,"ул. пионерстроя, 12 литер а",1971,79,4,5,3518.9,59.839398,30.131085,3.95,ул. пионерстроя
651,"ул. витебская сортировочная, 14 литер а",1952,18,3,3,1229.9,59.888419,30.350732,2.0,ул. витебская сортировочная
652,"пр-кт большевиков, 77 корпус 2 литер а",1964,60,4,5,2744.61,59.874128,30.476415,3.0,пр-кт большевиков
653,"пр-кт каменноостровский, 65 литер а",1910,55,7,9,7054.92,59.973617,30.305573,0.873015873015873,пр-кт каменноостровский
654,"пр-кт полюстровский, 19 корпус 1 литер а",1963,100,5,5,4565.6,59.965993,30.402771,4.0,пр-кт полюстровский
655,"ул. омская, 15 литер а",1961,60,3,5,2518.9,59.996173,30.317584,4.0,ул. омская
656,"ул. планерная, 73 корпус 6 литер а",1995,101,1,17,6404.2,60.027269,30.217808,5.941176470588236,ул. планерная
657,"ул. севастьянова, 4 литер а",1954,200,9,8,13495.2,59.877619,30.327501,2.7777777777777777,ул. севастьянова
658,"пр-кт луначарского, 68 корпус 2 литер а",1974,208,4,9,9669.52,60.039598,30.353373,5.777777777777778,пр-кт луначарского
659,"ул. воронежская, 122 литер а",1900,10,1,5,963.37,59.908732,30.343096,2.0,ул. воронежская
660,"пр-кт лиговский, 44 литер а",1910,79,10,8,9193.6,59.926156,30.358933,0.9875,пр-кт лиговский
661,"пр-кт лермонтовский, 4 литер а",1841,15,3,3,1082.7,59.92424,30.291515,1.6666666666666667,пр-кт лермонтовский
662,"пр-кт невский, 140 литер а",1917,30,8,7,3151.81,59.929853,30.369012,0.5357142857142857,пр-кт невский
663,"ул. народная, 47 корпус 3 литер а",1958,4,2,2,206.02,59.880726,30.476514,1.0,ул. народная
664,"пр-кт лермонтовский, 55 литер а",1877,43,7,4,3142.39,59.91097,30.296887,1.5357142857142858,пр-кт лермонтовский
665,"пр-кт рыбацкий, 7 литер а",1924,140,1,1,7868.6,59.844108,30.488938,140.0,пр-кт рыбацкий
666,"ул. дыбенко, 12 корпус 1 литер ж",1976,159,4,9,8767.13,59.902876,30.464171,4.416666666666667,ул. дыбенко
667,"пр-кт богатырский, 24 корпус 1 литер а",2008,209,3,15,12404.3,60.001077,30.249788,4.644444444444445,пр-кт богатырский
668,"ул. демьяна бедного, 10 корпус 2 литер а",1973,134,9,5,6286.74,60.037683,30.381023,2.977777777777778,ул. демьяна бедного
669,"пр-кт энергетиков, 74 литер а",1969,155,1,13,6429.2,59.973311,30.434904,11.923076923076923,пр-кт энергетиков
670,"ул. солдата корзуна, 5 корпус 3 литер а",1968,118,6,5,5338.38,59.830196,30.216721,3.9333333333333336,ул. солдата корзуна
671,"пр-кт энгельса, 134 корпус 1 литер а",1999,165,2,16,12729.71,60.048013,30.330187,5.15625,пр-кт энгельса
672,"ул. киевская, 18 литер а",1917,3,3,3,1371.7,59.903656,30.326738,0.3333333333333333,ул. киевская
673,"ул. радищева, 8 литер а",1846,12,2,6,1147.7,59.936918,30.362302,1.0,ул. радищева
674,"ул. кораблестроителей, 19 корпус 2 литер а",1972,216,3,12,10717.05,59.943773,30.217565,6.0,ул. кораблестроителей
675,"пр-кт тореза, 15 литер м",1961,75,4,5,4825.09,60.002108,30.362625,3.75,пр-кт тореза
676,"ул. гаванская, 30 литер а",1911,19,1,7,1083.7,59.934939,30.238173,2.7142857142857144,ул. гаванская
677,"ул. хасанская, 10 корпус 2 литер а",2009,232,4,17,13015.4,59.938004,30.482802,3.411764705882353,ул. хасанская
678,"пр-кт греческий, 17 литер а",1903,18,4,7,1763.2,59.936066,30.367674,0.6428571428571429,пр-кт греческий
679,"пр-кт малый в.о., 6 литер а",1894,12,4,3,927.3,59.948005,30.278507,1.0,пр-кт малый в.о.
680,"пр-кт тореза, 102 литер а",1965,44,1,10,1980.5,60.018808,30.330609,4.4,пр-кт тореза
681,"пр-кт энгельса, 137 литер а",1976,66,2,10,4254.1,60.050736,30.334355,3.3,пр-кт энгельса
682,"ул. наличная, 40 корпус 2 литер а",1974,166,2,12,9225.9,59.950965,30.230564,6.916666666666667,ул. наличная
683,"пр-кт нарвский, 9 литер а",1903,149,2,6,4084.9,59.905326,30.272542,12.416666666666666,пр-кт нарвский
684,"ул. алтайская, 21 литер а",1959,110,6,5,4362.61,59.84885,30.327699,3.6666666666666665,ул. алтайская
685,"ул. костюшко, 42 литер а",1964,51,5,5,2443.02,59.846644,30.30454,2.04,ул. костюшко
686,"ул. ольги форш, 7 корпус 2 литер а",1980,28,1,15,5611.91,60.037405,30.391111,1.8666666666666667,ул. ольги форш
687,"пр-кт каменноостровский, 45 литер г",1903,3,1,2,213.8,59.969047,30.309185,1.5,пр-кт каменноостровский
688,"ул. софьи ковалевской, 4 литер а",1972,268,5,9,12005.3,60.011986,30.409544,5.955555555555556,ул. софьи ковалевской
689,"ул. коммуны, 44 корпус 1 литер а",1981,402,11,9,22158.6,59.955674,30.494417,4.0606060606060606,ул. коммуны
690,"пр-кт большой п.с., 71 литер а",1916,23,2,4,1384.7,59.964593,30.310559,2.875,пр-кт большой п.с.
691,"ул. кораблестроителей, 32 корпус 3 литер а",2005,398,10,16,28846.8,59.953358,30.214709,2.4875,ул. кораблестроителей
692,"ул. червонного казачества, 16 литер а",1961,70,7,5,3158.9,59.86532,30.270512,2.0,ул. червонного казачества
693,"пр-кт стачек, 220 корпус 2 литер а",1967,50,5,5,2458.56,59.845464,30.222776,2.0,пр-кт стачек
694,"пр-кт английский, 26 литер а",1883,40,5,5,4876.28,59.92446,30.284247,1.6,пр-кт английский
695,"пр-кт московский, 202 корпус 5 литер а",1954,45,3,5,2704.0,59.859072,30.323091,3.0,пр-кт московский
696,"пр-кт ириновский, 41 корпус 2 литер а",1952,18,3,3,1026.3,59.960629,30.487779,2.0,пр-кт ириновский
697,"ул. софийская, 39 корпус 2 литер а",1966,100,5,5,4493.5,59.873202,30.401145,4.0,ул. софийская
698,"ул. пестеля, 9 литер в",1867,23,4,4,2198.0,59.942268,30.341937,1.4375,ул. пестеля
699,"ул. школьная, 76 литер а",1971,60,3,5,2549.3,59.987019,30.257846,4.0,ул. школьная
700,"ул. вертолетная, 13 корпус 2 литер а",1985,36,2,5,1886.9,59.820105,30.28467,3.6,ул. вертолетная
701,"пр-кт кима, 13 литер а",1958,75,5,5,4666.3,59.954029,30.244335,3.0,пр-кт кима
702,"ул. ковалевская, 12 корпус 2 литер а",1983,71,1,9,3230.6,59.97753,30.508009,7.888888888888889,ул. ковалевская
703,"ул. руднева, 9 корпус 3 литер а",2008,191,1,25,11686.2,60.042141,30.363838,7.64,ул. руднева
704,"ул. беломорская, 36 литер а",1957,8,2,2,444.5,59.977728,30.515591,2.0,ул. беломорская
705,"ул. зои космодемьянской, 21 литер а",1950,2,1,2,577.82,59.892879,30.263281,1.0,ул. зои космодемьянской
706,"ул. подводника кузьмина, 22 литер а",1962,50,5,5,2419.8,59.847033,30.261772,2.0,ул. подводника кузьмина
707,"пр-кт литейный, 34 литер б",1840,26,2,5,2299.0,59.939906,30.348711,2.6,пр-кт литейный
708,"ул. дибуновская, 43 литер а",1964,60,4,5,2468.4,59.985858,30.265724,3.0,ул. дибуновская
709,"пр-кт кондратьевский, 77 корпус 3 литер а",1968,134,9,5,6246.03,59.97939,30.399025,2.977777777777778,пр-кт кондратьевский
710,"альпийский пер., 37 корпус 1 литер а",2000,75,2,10,6352.0,59.853514,30.389386,3.75,альпийский пер.
711,"ул. караваевская, 37 литер а",1961,40,3,4,1661.3,59.829984,30.513947,3.333333333333333,ул. караваевская
712,"пр-кт металлистов, 110 литер а",1963,80,5,5,3490.47,59.970164,30.402124,3.2,пр-кт металлистов
713,"пр-кт дунайский, 14 корпус 1 литер а",2015,2067,13,26,89229.0,59.831955,30.333457,6.115384615384615,пр-кт дунайский
714,"придорожная аллея, 3 литер а",1976,251,7,9,13765.17,60.058466,30.345198,3.984126984126984,придорожная аллея
715,"саперный пер., 10 литер а",1836,45,4,6,3195.3,59.941141,30.358215,1.875,саперный пер.
716,"ул. бадаева, 3 корпус 1 литер а",1994,239,4,12,14813.6,59.917939,30.454325,4.979166666666667,ул. бадаева
717,"ул. косинова, 14 корпус 1 литер а",1929,56,7,4,3709.2,59.896183,30.273009,2.0,ул. косинова
718,"ул. белградская, 28 корпус 3 литер а",1964,85,5,5,4022.26,59.858304,30.366075,3.4,ул. белградская
719,"пр-кт маршала блюхера, 50 литер а",1963,224,8,7,10101.6,59.976089,30.429092,4.0,пр-кт маршала блюхера
720,"пр-кт среднегаванский, 7/8 литер а",1901,44,4,5,2838.49,59.930796,30.245207,2.2,пр-кт среднегаванский
721,"яковлевский пер., 6 литер а",1928,108,9,7,8235.0,59.874341,30.32363,1.7142857142857142,яковлевский пер.
722,"ул. гончарная, 18 литер а",1871,8,2,3,598.4,59.928934,30.367369,1.3333333333333333,ул. гончарная
723,"ул. днепропетровская, 41 литер б",1902,8,1,4,370.93,59.91627,30.360541,2.0,ул. днепропетровская
724,"ул. матроса железняка, 55 литер а",1962,99,5,5,4081.9,59.999692,30.318626,3.96,ул. матроса железняка
725,"ульяны громовой пер., 8 литер б",1917,33,7,6,3028.7,59.934312,30.362473,0.7857142857142857,ульяны громовой пер.
726,"ул. марата, 78 литер е",1917,6,2,2,388.9,59.919757,30.342548,1.5,ул. марата
727,"ул. ушинского, 37 корпус 1 литер а",1977,110,1,17,5587.6,60.041611,30.415824,6.470588235294118,ул. ушинского
728,"11-я в.о. линия, 26 литер е",2013,38,3,7,2597.7,59.94028,30.274591,1.809523809523809,11-я в.о. линия
729,"ул. маршала новикова, 11 литер а",1986,71,2,9,4160.1,60.014697,30.271348,3.9444444444444446,ул. маршала новикова
730,"ул. софийская, 34 корпус 1 литер а",1966,45,1,9,1985.35,59.873324,30.406778,5.0,ул. софийская
731,"ул. промышленная, 12 литер а",1947,4,1,2,561.39,59.898593,30.270674,2.0,ул. промышленная
732,"пр-кт чкаловский, 56 литер б",1912,30,1,6,1570.8,59.96825,30.302061,5.0,пр-кт чкаловский
733,"пр-кт средний в.о., 56 литер а",1909,10,2,6,1823.1,59.940163,30.269066,0.8333333333333334,пр-кт средний в.о.
734,"ул. седова, 43 литер а",1951,3,2,3,925.0,59.886668,30.422354,0.5,ул. седова
735,"ул. брянцева, 14 литер а",1970,134,9,5,6323.02,60.036937,30.401855,2.977777777777778,ул. брянцева
736,"ул. 6-я советская, 6 литер а",1885,3,1,3,151.0,59.936115,30.369839,1.0,ул. 6-я советская
737,"ул. доблести, 17 корпус 2 литер а",2009,279,6,8,18165.8,59.860287,30.173548,5.8125,ул. доблести
738,"ул. новостроек, 31 литер а",1959,54,3,5,3189.92,59.872995,30.271698,3.6,ул. новостроек
739,"никольский пер., 4 литер а",1823,30,6,7,3117.6,59.920875,30.304334,0.7142857142857143,никольский пер.
740,"пр-кт художников, 41 литер а",1974,484,13,9,25250.25,60.05216,30.359724,4.136752136752137,пр-кт художников
741,"ул. марата, 30 литер а",1916,23,4,6,3734.56,59.926381,30.352879,0.9583333333333334,ул. марата
742,"ул. малая посадская, 8 литер а",1955,20,1,7,1601.7,59.957967,30.321321,2.857142857142857,ул. малая посадская
743,"ул. дибуновская, 21 корпус 2 литер а",1950,8,1,2,637.7,59.986146,30.276064,4.0,ул. дибуновская
744,"ул. кирочная, 22 литер а",1910,30,6,5,5357.0,59.944174,30.356688,1.0,ул. кирочная
745,"ул. верности, 38 корпус 3 литер а",1966,91,6,5,2691.5,60.002445,30.425301,3.033333333333333,ул. верности
746,"ул. шотмана, 10 литер б",1969,134,9,5,6385.62,59.901865,30.478284,2.977777777777778,ул. шотмана
747,"ул. тельмана, 54 литер ю",1969,216,6,9,11171.17,59.893647,30.487788,4.0,ул. тельмана
748,"ул. большая пушкарская, 50 литер в",1910,20,2,6,1566.9,59.962534,30.308547,1.6666666666666667,ул. большая пушкарская
749,"ул. ленина, 40 литер а",1901,15,3,5,1155.11,59.964192,30.298863,1.0,ул. ленина
750,"новаторов б-р, 84 корпус 2 литер а",1976,251,7,9,12578.4,59.840772,30.26417,3.984126984126984,новаторов б-р
751,"ул. орджоникидзе, 9 литер а",1961,80,4,5,3461.4,59.84358,30.329028,4.0,ул. орджоникидзе
752,"ул. 3-я советская, 22 литер ж",1895,14,1,5,1007.2,59.932486,30.369677,2.8,ул. 3-я советская
753,"поликарпова аллея, 10 корпус 3 литер а",2003,217,5,11,6395.4,60.006512,30.285568,3.945454545454545,поликарпова аллея
754,"ул. седова, 164 литер ж",1962,90,6,5,4140.4,59.862316,30.449097,3.0,ул. седова
755,"пр-кт невский, 102 литер а",1877,7,1,5,830.0,59.931936,30.35622,1.4,пр-кт невский
756,"ул. краснопутиловская, 28/20 литер а",1959,91,5,5,5508.69,59.870127,30.270863,3.64,ул. краснопутиловская
757,"пр-кт малый п.с., 66/32 литер а",1907,55,3,6,3285.5,59.963187,30.301145,3.055555555555556,пр-кт малый п.с.
758,"ул. лени голикова, 15 литер а",1970,45,1,9,1987.2,59.845315,30.227689,5.0,ул. лени голикова
759,"пр-кт среднегаванский, 2/20 литер б",1961,40,2,5,1592.04,59.930931,30.248575,4.0,пр-кт среднегаванский
760,"пр-кт литейный, 11 литер а",1873,95,6,5,7100.0,59.945125,30.348342,3.166666666666667,пр-кт литейный
761,"ул. белы куна, 18 корпус 1 литер а",1971,45,1,9,1973.3,59.874431,30.383969,5.0,ул. белы куна
762,"зоологический пер., 1-3 литер а",1902,88,6,5,5530.1,59.948992,30.304495,2.933333333333333,зоологический пер.
763,"ул. большая московская, 11 литер а",1844,24,3,5,1746.4,59.92575,30.346105,1.6,ул. большая московская
764,"пр-кт московский, 173 литер а",1951,101,6,6,8400.01,59.861123,30.319416,2.805555555555556,пр-кт московский
765,"ул. караваевская, 32 корпус 1 литер а",1987,120,2,13,11889.41,59.831621,30.511557,4.615384615384615,ул. караваевская
766,"ул. софийская, 30 корпус 2 литер а",1989,156,3,14,9610.8,59.876427,30.40658,3.7142857142857135,ул. софийская
767,"ул. гороховая, 51 литер а",1806,33,6,5,2786.1,59.927026,30.323818,1.1,ул. гороховая
768,"ул. фарфоровская, 18 литер а",1930,26,4,4,1772.06,59.879335,30.434607,1.625,ул. фарфоровская
769,"ул. народная, 84 литер е",1962,90,6,5,4128.1,59.886063,30.483476,3.0,ул. народная
770,"пирогова пер., 21 литер г",1857,6,1,3,360.9,59.929123,30.300471,2.0,пирогова пер.
771,"пр-кт гражданский, 125 корпус 2 литер а",1971,90,6,5,4313.64,60.037059,30.426289,3.0,пр-кт гражданский
772,"ул. пограничника гарькавого, 7 корпус 2 литер а",1953,11,2,3,891.0,59.8424,30.145952,1.8333333333333333,ул. пограничника гарькавого
773,"ул. большая конюшенная, 7 литер а",1823,3,1,3,223.7,59.940001,30.323719,1.0,ул. большая конюшенная
774,"ул. красного курсанта, 25 литер а",1917,26,5,6,3351.09,59.959661,30.281687,0.8666666666666667,ул. красного курсанта
775,"ул. боровая, 8 литер з",1856,9,1,4,741.8,59.921719,30.348531,2.25,ул. боровая
776,"ул. маринеско, 5 литер а",1953,58,2,6,4054.71,59.868781,30.265419,4.833333333333333,ул. маринеско
777,"пр-кт славы, 16 литер а",1968,303,6,9,13954.0,59.857206,30.382074,5.611111111111111,пр-кт славы
778,"ул. тюшина, 3 литер а",1882,13,2,4,1036.61,59.916974,30.350175,1.625,ул. тюшина
779,"пр-кт маршала жукова, 66 корпус 1 литер а",1969,231,4,9,11260.39,59.835419,30.199402,6.416666666666667,пр-кт маршала жукова
780,"пр-кт большой в.о., 76 литер б",1952,77,6,5,5478.27,59.930169,30.255609,2.566666666666667,пр-кт большой в.о.
781,"сиреневый б-р, 4 корпус 2 литер х",1975,251,7,9,12903.24,60.055942,30.350965,3.984126984126984,сиреневый б-р
782,"ул. кирочная, 25 литер а",1798,24,3,6,2218.1,59.943679,30.36258,1.3333333333333333,ул. кирочная
783,"пр-кт рыбацкий, 35 литер а",1990,60,1,16,3104.8,59.839669,30.508108,3.75,пр-кт рыбацкий
784,"петроградская наб., 26-28 литер ч",1916,13,3,5,1350.29,59.961269,30.334436,0.8666666666666666,петроградская наб.
785,"ул. школьная, 5 литер а",1959,55,4,5,3408.4,59.989072,30.296923,2.75,ул. школьная
786,"ул. орджоникидзе, 32 литер а",1961,100,5,5,4414.3,59.846011,30.333322,4.0,ул. орджоникидзе
787,"ул. авиационная, 22 литер а",1966,80,4,5,3050.5,59.854156,30.326109,4.0,ул. авиационная
788,"ул. большая зеленина, 15 литер а",1869,30,3,5,2654.64,59.961926,30.291389,2.0,ул. большая зеленина
789,"пр-кт ярославский, 67 литер а",2000,116,2,11,10896.0,60.021843,30.318078,5.2727272727272725,пр-кт ярославский
790,"пр-кт товарищеский, 12 литер а",1975,97,1,14,4583.84,59.917858,30.483476,6.928571428571429,пр-кт товарищеский
791,"ул. садовая, 127 литер а",1879,20,1,5,1446.74,59.917312,30.283286,4.0,ул. садовая
792,"ул. седова, 23 литер б",1964,64,4,5,2748.59,59.891909,30.415527,3.2,ул. седова
793,"канонерский остров, 16 литер а",1956,78,7,4,4345.79,59.900601,30.218365,2.7857142857142856,канонерский остров
794,"новаторов б-р, 73 литер а",1967,51,1,9,1792.01,59.842296,30.252456,5.666666666666667,новаторов б-р
795,"ул. солдата корзуна, 19 литер а",1968,80,4,5,3533.39,59.826243,30.221258,4.0,ул. солдата корзуна
796,"ул. типанова, 12 литер а",1959,37,3,5,2072.51,59.851517,30.333008,2.466666666666667,ул. типанова
797,"ул. автовская, 28/30 литер а",1960,100,5,5,4154.7,59.873875,30.274114,4.0,ул. автовская
798,"ул. гаврская, 13 литер а",1953,15,2,3,1171.4,60.017396,30.330825,2.5,ул. гаврская
799,"ул. школьная, 50/13 литер а",1949,8,1,2,656.6,59.986736,30.271069,4.0,ул. школьная
800,"ул. федосеенко, 27 литер а",1961,60,3,5,2588.0,59.974689,30.397273,4.0,ул. федосеенко
801,"пр-кт ленинский, 69 корпус 1 литер а",1986,94,1,16,4673.5,59.858896,30.18325,5.875,пр-кт ленинский
802,"ул. пограничника гарькавого, 19 корпус 2 литер а",1951,9,1,3,566.3,59.839014,30.145772,3.0,ул. пограничника гарькавого
803,"ул. краснопутиловская, 33 литер а",1960,50,5,5,2415.7,59.868306,30.270782,2.0,ул. краснопутиловская
804,"ул. кавалергардская, 22 литер а",1908,16,3,6,1860.5,59.945779,30.382415,0.8888888888888888,ул. кавалергардская
805,"новаторов б-р, 114 литер а",1959,21,2,3,1031.5,59.84126,30.248746,3.5,новаторов б-р
806,"реки мойки наб., 32 литер а",1861,28,3,6,2371.8,59.938437,30.320629,1.5555555555555556,реки мойки наб.
807,"пр-кт энергетиков, 24 литер а",1978,200,1,14,6410.1,59.953763,30.436054,14.285714285714286,пр-кт энергетиков
808,"пр-кт костромской, 60 литер а",1960,60,3,5,2548.92,60.025489,30.312769,4.0,пр-кт костромской
809,"ул. шелгунова, 24 литер м",1962,60,4,5,2694.49,59.86392,30.447876,3.0,ул. шелгунова
810,"ул. плуталова, 22 литер а",1929,14,1,4,1236.7,59.965147,30.307244,3.5,ул. плуталова
811,"пр-кт стачек, 144 литер а",1917,6,3,3,4427.35,59.854693,30.248315,0.6666666666666666,пр-кт стачек
812,"ул. бассейная, 77 литер а",1963,118,6,5,3361.4,59.863658,30.344399,3.9333333333333336,ул. бассейная
813,"пр-кт дачный, 29 корпус 3 литер а",1961,32,2,4,1266.8,59.837304,30.260182,4.0,пр-кт дачный
814,"пр-кт маршала жукова, 48 корпус 2 литер а",2007,72,3,7,4956.6,59.84357,30.213307,3.4285714285714284,пр-кт маршала жукова
815,"ш. капсюльное, 25 литер а",1932,2,2,1,476.6,59.979876,30.499618,1.0,ш. капсюльное
816,"ул. 7-я советская, 8 литер а",1875,436,5,6,3298.2,59.936755,30.37089,14.533333333333331,ул. 7-я советская
817,"пр-кт каменноостровский, 29 литер а",1902,65,8,6,7153.1,59.964588,30.313164,1.3541666666666667,пр-кт каменноостровский
818,"реки мойки наб., 104 литер а",1917,49,5,5,3260.85,59.92754,30.291901,1.96,реки мойки наб.
819,"пр-кт гражданский, 73 литер а",1968,208,4,9,9637.02,60.015228,30.402744,5.777777777777778,пр-кт гражданский
820,"ул. гаккелевская, 22 корпус 1 литер а",2001,231,4,17,18943.2,60.00209,30.254109,3.397058823529412,ул. гаккелевская
821,"16-я в.о. линия, 47 литер а",1874,27,4,4,1768.9,59.940452,30.265113,1.6875,16-я в.о. линия
822,"ул. федосеенко, 36 литер а",1961,60,3,5,2556.4,59.976053,30.395306,4.0,ул. федосеенко
823,"реки фонтанки наб., 168 литер в",1907,17,1,4,357.7,59.914989,30.272201,4.25,реки фонтанки наб.
824,"пр-кт витебский, 61 корпус 1 литер а",1965,139,7,5,6880.86,59.846513,30.364997,3.971428571428572,пр-кт витебский
825,"ул. сантьяго-де-куба, 6 корпус 1 литер а",1977,215,6,9,11649.06,60.034996,30.353822,3.981481481481482,ул. сантьяго-де-куба
826,"ш. выборгское, 17 корпус 1 литер а",2011,569,3,26,33961.5,60.054558,30.310478,7.294871794871795,ш. выборгское
827,"ул. таллинская, 15 литер а",1959,60,3,5,2601.16,59.925002,30.417423,4.0,ул. таллинская
828,"ул. 9-я советская, 24 литер а",1886,11,1,4,845.9,59.936602,30.378023,2.75,ул. 9-я советская
829,"пр-кт стачек, 6 литер а",1926,12,3,3,881.91,59.898742,30.276127,1.3333333333333333,пр-кт стачек
830,"ш. выборгское, 5 корпус 2 литер а",1999,64,7,5,5747.0,60.04002,30.321078,1.8285714285714283,ш. выборгское
831,"пр-кт светлановский, 62 корпус 1 литер а",1971,392,7,9,15107.8,60.038425,30.396734,6.222222222222222,пр-кт светлановский
832,"ш. фермское, 12 литер з",2014,78,1,14,5423.2,60.013654,30.310424,5.571428571428571,ш. фермское
833,"пр-кт тореза, 77 корпус 1 строение 1",2019,205,14,7,25700.8,60.023488,30.327986,2.091836734693877,пр-кт тореза
834,"ул. ткачей, 50 литер щ",1933,50,4,5,3273.73,59.891096,30.425624,2.5,ул. ткачей
835,"ул. школьная, 112 литер а",1989,191,6,10,1.0,59.991322,30.214323,3.183333333333333,ул. школьная
836,"пр-кт 2-й муринский, 19 литер е",1958,54,3,5,3429.66,60.001419,30.33953,3.6,пр-кт 2-й муринский
837,"пр-кт большой п.с., 67 литер а",1953,23,1,6,1672.9,59.963998,30.30958,3.8333333333333335,пр-кт большой п.с.
838,"пр-кт тихорецкий, 7 корпус 6 литер а",1951,39,4,4,2385.18,60.013236,30.372785,2.4375,пр-кт тихорецкий
839,"ул. 10-я советская, 26 литер а",1903,20,2,5,1378.7,59.935308,30.384589,2.0,ул. 10-я советская
840,"ул. верейская, 8 литер а",1899,23,3,7,2183.6,59.917213,30.32495,1.0952380952380951,ул. верейская
841,"ул. громова, 12 литер а",1965,171,5,7,7932.96,59.919847,30.416866,4.885714285714286,ул. громова
842,"пр-кт художников, 5 корпус 3 литер а",1977,144,2,12,7716.0,60.033477,30.347516,6.0,пр-кт художников
843,"ул. караваевская, 25 корпус 3 литер а",1962,64,4,4,2788.51,59.830481,30.508161,4.0,ул. караваевская
844,"пр-кт шуваловский, 88 корпус 1 литер а",2008,379,6,14,18205.6,59.996416,30.19376,4.511904761904762,пр-кт шуваловский
845,"ул. авангардная, 27 литер а",1970,283,5,9,14646.0,59.834189,30.181839,6.288888888888889,ул. авангардная
846,"ул. бармалеева, 12 литер а",1901,8,1,5,546.2,59.964277,30.3056,1.6,ул. бармалеева
847,"пр-кт авиаконструкторов, 18 корпус 3 литер а",1990,206,6,10,12067.4,60.018025,30.233313,3.4333333333333336,пр-кт авиаконструкторов
848,"пр-кт большеохтинский, 12 литер а",1970,70,1,12,3496.21,59.953358,30.409482,5.833333333333333,пр-кт большеохтинский
849,"ул. планерная, 91 корпус 1 строение 1",2021,494,6,13,17029.8,60.031751,30.199958,6.333333333333333,ул. планерная
850,"ш. петергофское, 3 корпус 4 литер а",1978,107,3,9,6088.6,59.847865,30.207603,3.962962962962963,ш. петергофское
851,"пр-кт товарищеский, 26 корпус 1 литер а",1979,110,1,16,5653.9,59.913162,30.48856,6.875,пр-кт товарищеский
852,"пр-кт ударников, 46 литер а",1959,27,3,3,1411.5,59.955259,30.483745,3.0,пр-кт ударников
853,"пр-кт дачный, 29 корпус 1 литер а",1961,40,2,5,1559.2,59.837906,30.261385,4.0,пр-кт дачный
854,"ул. варшавская, 39 корпус 1 литер а",1962,100,5,5,4441.1,59.859632,30.312149,4.0,ул. варшавская
855,"ул. казанская, 20 литер а",1798,12,3,4,987.8,59.931287,30.32036,1.0,ул. казанская
856,"ул. казанская, 50 литер б",1961,37,2,5,1438.7,59.928036,30.30914,3.7,ул. казанская
857,"ул. народная, 88 литер а",1966,45,1,9,1976.06,59.884898,30.484275,5.0,ул. народная
858,"пр-кт новоизмайловский, 18 корпус 1 литер а",1961,39,2,5,1588.4,59.863364,30.307119,3.9,пр-кт новоизмайловский
859,"реки фонтанки наб., 90 корпус 8 литер е",1803,8,2,3,1026.8,59.925295,30.330538,1.3333333333333333,реки фонтанки наб.
860,"ул. ярослава гашека, 15 литер а",1995,237,7,12,12249.7,59.83399,30.398369,2.821428571428571,ул. ярослава гашека
861,"ул. парашютная, 4 корпус 1 литер а",1977,394,11,10,19755.12,60.013955,30.290374,3.581818181818182,ул. парашютная
862,"ул. будапештская, 60 литер а",1965,134,9,5,6041.8,59.853062,30.385182,2.977777777777778,ул. будапештская
863,"ул. галерная, 30 литер а",1828,22,3,3,1302.1,59.931932,30.290086,2.444444444444444,ул. галерная
864,"пр-кт металлистов, 72 литер а",1961,100,5,5,4384.0,59.960877,30.422067,4.0,пр-кт металлистов
865,"пр-кт новочеркасский, 50 корпус 2 литер а",1959,80,4,5,3569.12,59.923586,30.42027,4.0,пр-кт новочеркасский
866,"9-я в.о. линия, 4 литер а",1874,17,2,4,1188.24,59.93662,30.282406,2.125,9-я в.о. линия
867,"пр-кт гражданский, 45 корпус 2 литер а",1958,12,2,3,442.55,60.013407,30.400867,2.0,пр-кт гражданский
868,"пирогова пер., 10 литер а",1883,17,2,6,1388.61,59.928929,30.303175,1.4166666666666667,пирогова пер.
