,Address,Year,Flats,Entrance,Height,Square,Latitude,Longitude,city
2061,"ул. вятская, 1",1966,160,5,9,6998.3,55.792933,37.582331,moscow
45279,"ул. боткинская, 4 литер а",1952,28,3,5,2117.79,59.957742,30.354055,spb
20458,"ул. шоссейная, 78",1954,38,4,4,2280.2,55.670036,37.719486,moscow
29611,"октябрьский пер., 5",2005,65,1,18,9124.2,55.786303,37.612623,moscow
32519,"ул. караваевская, 27 корпус 3 литер а",1963,40,2,5,1610.81,59.83025,30.509266,spb
18770,"тихвинский пер., 10-12 корпус 2",1929,18,3,4,948.0,55.787012,37.597827,moscow
6812,"ул. 1-я хуторская, 8 корпус 1",1961,80,4,5,3555.0,55.802953,37.571246,moscow
18312,"ул. южнобутовская, 50",2000,152,4,12,10211.0,55.538519,37.532709,moscow
1200,"ореховый б-р, 23 корпус 1",1975,144,4,9,7081.1,55.613504,37.725747,moscow
32261,"ш. фермское, 12 литер з",2014,78,1,14,5423.2,60.013654,30.310424,spb
11279,"ул. беломорская, 10 корпус 2",1979,110,1,16,5272.4,55.859731,37.471174,moscow
22070,"ул. косинская, 10",1997,135,2,17,4307.4,55.725493,37.836303,moscow
26697,"кленовый б-р, 20 корпус 3",1964,100,5,5,4489.7,55.679326,37.674445,moscow
5456,"ул. амурская, 62 корпус 1",2011,128,2,17,7139.3,55.813035,37.791181,moscow
19175,"ул. дмитрия ульянова, 12 корпус 2",1950,24,2,4,1195.4,55.689035,37.567563,moscow
20629,"ул. шверника, 1 корпус 3",1964,19,3,4,1287.1,55.694992,37.580553,moscow
34747,"ул. ольги форш, 5 литер а",1979,28,1,15,5447.07,60.037193,30.389449,spb
43371,"ул. пейзажная, 18 корпус 2 строение 1",2020,231,1,19,8817.0,60.015579,30.480826,spb
46886,"ул. седова, 21 литер а",1953,42,5,4,2984.43,59.892523,30.415015,spb
20661,"пр-кт комсомольский, 46 корпус 1",1959,45,3,5,2240.0,55.720408,37.571237,moscow
44836,"ул. зои космодемьянской, 29 литер б",1900,20,1,5,1092.2,59.892604,30.260182,spb
14729,"ул. маршала полубоярова, 4 корпус 2",1995,335,6,14,21486.0,55.687863,37.862246,moscow
27794,"ул. новорогожская, 40",2006,80,1,17,4264.0,55.738439,37.692663,moscow
25874,"ул. 4-я парковая, 5",1950,24,2,4,1559.81,55.789153,37.785575,moscow
8983,"ул. металлургов, 17",1959,54,4,5,2846.5,55.758362,37.785611,moscow
9896,"ул. минская, 4 корпус 1",1960,55,3,5,2221.0,55.73443,37.489131,moscow
8468,"ул. плеханова, 20",1969,81,1,12,3485.6,55.743061,37.766217,moscow
39334,"пр-кт московский, 198 литер а",1951,84,5,6,7504.0,59.861476,30.322812,spb
829,"ул. перовская, 66 корпус 4",2014,208,4,15,14349.0,55.744475,37.79976,moscow
11936,"ул. белореченская, 13 корпус 2",1982,108,1,16,5164.4,55.673595,37.767232,moscow
34352,"ул. курская, 12 литер а",1917,4,2,3,235.8,59.912716,30.345162,spb
22699,"ул. братеевская, 27 корпус 2",1985,359,7,14,21284.0,55.634959,37.758455,moscow
38281,"ул. галерная, 17 литер а",1822,88,3,5,2382.27,59.934218,30.296761,spb
5495,"ул. матвеевская, 3",1969,98,1,14,4225.5,55.702936,37.460376,moscow
41039,"пр-кт энгельса, 38 литер г",1952,33,4,4,2329.7,60.009381,30.324384,spb
9753,"рижский проезд, 13",1956,166,5,8,11146.0,55.817279,37.663333,moscow
43254,"пр-кт пятилеток, 20 литер а",1992,118,2,12,7274.0,59.924641,30.448621,spb
47588,"ул. лахтинская, 30 литер а",1910,27,3,5,2302.1,59.963701,30.297336,spb
33540,"ул. бронницкая, 2/70 литер а",1897,55,8,4,4457.4,59.917001,30.320189,spb
47432,"реки фонтанки наб., 150 литер о",1879,13,3,3,1329.5,59.915652,30.285873,spb
15797,"ул. бакинская, 21",1976,127,1,16,5799.8,55.619523,37.658248,moscow
21954,"сиреневый б-р, 1 корпус 5",1970,204,6,9,10130.5,55.802968,37.765067,moscow
4262,"пр-кт свободный, 6 корпус 3",1957,40,4,5,2588.0,55.757141,37.817385,moscow
36810,"пр-кт шаумяна, 30 литер а",1961,80,4,5,3535.5,59.928465,30.42107,spb
17354,"ул. профсоюзная, 24 корпус 1",1957,134,5,8,9338.6,55.679813,37.564132,moscow
37559,"пр-кт энгельса, 131 корпус 2 литер а",1976,143,4,10,7990.0,60.048269,30.334814,spb
38315,"ул. полозова, 4 литер а",1910,28,2,5,1472.6,59.962579,30.304936,spb
22725,"черского проезд, 15",2010,176,2,22,10069.9,55.876784,37.576286,moscow
41557,"пр-кт космонавтов, 65 корпус 2 литер а",2010,605,8,26,33926.3,59.836685,30.358017,spb
21773,"пр-кт ленинградский, 57",1920,49,5,6,3748.3,55.80058,37.524435,moscow
18652,"мартыновский, 2",1850,5,2,4,765.1,55.744941,37.658886,moscow
9214,"ул. крупской, 4 корпус 3",1958,194,6,8,13174.0,55.683518,37.530256,moscow
38527,"пр-кт энергетиков, 62 литер а",1966,100,5,5,4507.6,59.969916,30.434203,spb
11375,"ул. винокурова, 5/6 корпус 1",1957,60,3,5,3951.5,55.689187,37.585251,moscow
49852,"пр-кт ямашева, 110",1982,70,2,9,2300.5,55.828551,49.157025,kazan
16519,"волжский б-р, 27 корпус 3",2002,71,2,9,5004.3,55.703647,37.752634,moscow
48053,"ул. можайская, 29 литер а",1948,9,1,5,876.3,59.91507,30.328265,spb
32088,"ул. воронежская, 122 литер а",1900,10,1,5,963.37,59.908732,30.343096,spb
32553,"ул. егорова, 16 литер а",1910,34,7,7,3536.8,59.913514,30.314305,spb
16361,"ул. маршала тухачевского, 23 корпус 2",1968,215,6,9,10296.8,55.781469,37.476672,moscow
27444,"измайловский б-р, 9",1956,48,3,5,2924.9,55.797726,37.786644,moscow
8286,"волжский б-р, 5 корпус 1",2007,264,3,23,19863.0,55.717705,37.745007,moscow
36292,"пр-кт московский, 74 литер а",1917,17,1,6,1294.59,59.906152,30.319003,spb
35838,"ул. седова, 146 литер ш",1960,60,4,5,2771.0,59.865763,30.446016,spb
31979,"почтамтский пер., 2 литер а",1904,34,3,6,3203.15,59.932901,30.301387,spb
24955,"ул. ереванская, 4 корпус 3",1965,78,4,5,3451.0,55.62911,37.667941,moscow
45541,"котельникова аллея, 4 литер а",1977,538,15,9,27197.89,60.011225,30.291066,spb
206,"ул. нагорная, 31 корпус 3",1971,98,1,14,4237.0,55.673494,37.599238,moscow
42907,"ул. васи алексеева, 7 литер а",1958,45,3,5,2670.3,59.878134,30.268976,spb
39479,"пр-кт ветеранов, 37 литер а",1965,70,7,5,3173.96,59.842725,30.240769,spb
1003,"чечерский проезд, 100",1998,318,8,10,20075.1,55.530918,37.51821,moscow
9616,"ул. старобитцевская, 19 корпус 2",1992,175,2,22,10095.1,55.57664,37.580616,moscow
13599,"ул. марксистская, 9",1977,540,8,17,29083.0,55.734871,37.668156,moscow
9273,"ул. корнейчука, 36а",1977,234,5,12,13460.0,55.897004,37.625702,moscow
37308,"ул. кораблестроителей, 39 литер а",1976,132,3,9,6894.01,59.953813,30.230214,spb
38539,"пр-кт заневский, 15 литер а",1957,36,3,5,2078.42,59.927793,30.410784,spb
36106,"ул. малая посадская, 19 литер а",1904,47,3,6,5505.98,59.958102,30.329891,spb
6091,"1-й саратовский проезд, 8",1960,39,40,40,1574.3,55.710692,37.735135,moscow
49644,"ул. голубятникова, 20",2001,160,4,10,8474.6,55.837823,49.114364,kazan
10133,"задонский проезд, 18",1978,286,6,12,12934.6,55.624876,37.751529,moscow
907,"звездный б-р, 38 корпус 1",1961,64,1,8,2203.0,55.813546,37.624409,moscow
21498,"ул. тихвинская, 18/5",1978,125,1,16,3316.4,55.789871,37.600998,moscow
32908,"пр-кт ленинский, 129 литер а",1983,154,1,16,6921.7,59.851376,30.270045,spb
21811,"ул. лескова, 19",1981,127,1,16,5768.0,55.894606,37.615848,moscow
6823,"ул. борисовские пруды, 17 корпус 1",2004,254,4,17,14308.2,55.635762,37.720861,moscow
31280,"ул. первомайская, 28/24",1955,72,4,5,5124.69,55.792245,37.780356,moscow
29756,"ул. жигулевская, 12 корпус 3",1963,80,4,5,3532.3,55.709779,37.762551,moscow
39592,"ковенский пер., 26 литер а",1898,18,2,4,1082.8,59.9374,30.363425,spb
16472,"ул. петрозаводская, 22",1968,211,6,9,10360.4,55.866768,37.496623,moscow
6996,"пр-кт волгоградский, 12",1964,70,1,9,2493.0,55.729741,37.673933,moscow
34878,"ул. днепропетровская, 59 литер а",1913,37,2,7,902.7,59.911854,30.358098,spb
27451,"янтарный проезд, 25 корпус 1",1961,60,3,5,2592.0,55.871425,37.686868,moscow
13574,"кавказский б-р, 22",1972,120,1,15,5864.7,55.630075,37.663458,moscow
47111,"ул. караванная, 7 литер а",1798,33,7,5,2652.0,59.934659,30.340967,spb
8770,"ул. речников, 24 корпус 1",1965,80,4,5,3347.6,55.681808,37.690156,moscow
5666,"ш. измайловское, 19",1970,98,1,14,4244.7,55.779302,37.727131,moscow
44512,"ул. автовская, 30 литер а",1961,40,2,5,1607.6,59.874481,30.274141,spb
46208,"ул. ленина, 29 литер а",1906,29,4,6,2640.09,59.963498,30.30154,spb
12807,"ул. 5-я парковая, 47 корпус 1",1960,80,4,5,3489.0,55.804759,37.787237,moscow
36997,"ул. гранитная, 42 литер а",1964,100,5,5,4590.55,59.92456,30.428373,spb
29136,"ул. талдомская, 17 корпус 1",2002,400,7,17,22459.0,55.874329,37.523501,moscow
32641,"ул. садовая, 97 литер а",1907,26,2,7,2188.65,59.919274,30.290158,spb
10294,"ул. островитянова, 9 корпус 5",2004,122,2,22,11300.0,55.645004,37.496991,moscow
32099,"ул. солдата корзуна, 5 корпус 3 литер а",1968,118,6,5,5338.38,59.830196,30.216721,spb
37243,"ул. боровая, 62 литер б",1905,18,1,6,1645.01,59.913632,30.343419,spb
30739,"ул. новозаводская, 2 корпус 1",1959,56,3,5,2293.0,55.747287,37.514958,moscow
20953,"ул. дмитровка б., 7/5 строение 4",1917,4,2,3,870.0,55.760753,37.61441,moscow
22207,"ул. сергея макеева, 9 корпус 2",2017,134,1,17,12214.9,55.761644,37.550567,moscow
20678,"ул. новопеределкинская, 16",1988,272,4,17,17310.0,55.642824,37.36387,moscow
4343,"ул. 16-я парковая, 49 корпус 2",1967,179,5,9,9278.0,55.809246,37.827167,moscow
41617,"ул. чайковского, 4 литер а",1827,4,2,5,2579.0,59.946851,30.343689,spb
7850,"ул. 2-я дубровская, 2",1927,40,2,5,2511.0,55.728976,37.670277,moscow
22842,"ул. соколиной горы 5-я, 21 корпус 5",1961,80,4,5,3478.0,55.765696,37.738324,moscow
8199,"ул. полярная, 2",1971,79,1,14,3555.0,55.871753,37.638719,moscow
10457,"ул. гарибальди, 17 корпус 2",1960,80,4,5,3414.9,55.673763,37.547962,moscow
42575,"ул. новороссийская, 14 литер а",1960,80,4,5,3475.43,59.997851,30.337059,spb
11950,"ул. элеваторная, 6 корпус 1",1972,98,1,14,4255.0,55.601264,37.657017,moscow
48977,"ул. осиновская, 33",1989,34,3,3,1812.4,55.855073,48.889633,kazan
14309,"ул. егерская, 12",1958,30,2,5,1614.5,55.79433,37.685207,moscow
27537,"ул. бобруйская, 4 корпус 2",1965,60,3,5,2471.0,55.7359,37.40557,moscow
2062,"ш. щелковское, 92 корпус 2",1967,143,4,9,7126.0,55.81131,37.824302,moscow
10467,"ул. полярная, 13 корпус 2",2017,100,3,15,5625.2,55.874839,37.634533,moscow
31086,"ул. черняховского, 9 корпус 1",1972,98,1,14,4222.0,55.804896,37.53429,moscow
30480,"кировоградский проезд, 3 корпус 2",1990,252,3,22,15752.2,55.604503,37.593974,moscow
45816,"ул. будапештская, 88 корпус 3 литер а",1977,323,9,9,16328.9,59.841672,30.397202,spb
13921,"ул. боровая, 12",1973,94,1,14,2554.0,55.77,37.714815,moscow
21817,"ул. алтайская, 22",1968,84,1,12,3624.9,55.819778,37.81884,moscow
16712,"ул. 8-я текстильщиков, 18",1976,104,1,14,5114.0,55.701318,37.747648,moscow
